"logS","smiles","Category"
-7.68,"c1c(Cl)ccc(c1c1cc(c(c(Cl)c1Cl)Cl)Cl)Cl","no soluble"
-7.8,"c1c(Cl)ccc(c2ccc(c(Cl)c2)Cl)c1Cl","no soluble"
-7.82,"c1c(c2c(Cl)c(Cl)c(c(c2)Cl)Cl)ccc(c1Cl)Cl","no soluble"
-7.92,"c1c(c2c(Cl)c(Cl)c(c(c2Cl)Cl)Cl)cccc1","no soluble"
-7.92,"c1c(Cl)c(c2cc(c(cc2Cl)Cl)Cl)c(c(c1Cl)Cl)Cl","no soluble"
-7.92,"C1c2c(C)ccc3cc4c5c(ccc4c(c23)C1)cccc5","no soluble"
-8,"c1c2c3c(ccc4c3cccc4)c3c2c(cc1)ccc3","no soluble"
-8.01,"Clc1c(Cl)ccc(c2ccc(c(Cl)c2Cl)Cl)c1Cl","no soluble"
-8.19,"c1c2c3c4c(ccc3ccc2)cc2c(cccc2)c4c1","no soluble"
-8.23,"c1c2c3c(cccc3c3c2cccc3)c2c1cccc2","no soluble"
-8.4,"c1c(C(F)(F)F)cccc1C(c1ccccc1)(c1ccccc1)[nH0]1c[nH0]c[nH0]1","no soluble"
-8.56,"Clc1c(c2c(Cl)cc(c(c2)Cl)Cl)cc(c(c1)Cl)Cl","no soluble"
-8.6,"c1c(c2c(Cl)c(Cl)cc(c2Cl)Cl)c(Cl)c(cc1)Cl","no soluble"
-8.71,"c1c(Cl)cc(c(c1Cl)c1c(cc(cc1Cl)Cl)Cl)Cl","no soluble"
-8.8,"c12c3cccc1cccc2c1cccc2c1c3ccc2","no soluble"
-8.94,"Clc1c(Cl)c(c2cc(ccc2Cl)Cl)c(c(c1Cl)Cl)Cl","no soluble"
-9.15,"Clc1c(c2c(Cl)c(Cl)cc(c2Cl)Cl)c(Cl)c(cc1Cl)Cl","no soluble"
-9.16,"c1c(Cl)c(Cl)c(c(c1c1cc(c(c(Cl)c1Cl)Cl)Cl)Cl)Cl","no soluble"
-11.62,"Clc1c(Cl)c(c(c(c1Cl)c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl)Cl","no soluble"
1.13,"O=C(NC)N","soluble"
1.07,"O1C(=O)CCC1","soluble"
1.07,"N1C(=O)CCC1","soluble"
1.06,"N1CCOCC1","soluble"
1.05,"C1COCC1O","soluble"
1,"O=C1N(C)CCC1","soluble"
0.96,"c1c(CO)ccc[nH0]1","soluble"
0.96,"NC(=O)N","soluble"
0.96,"O=C(C=C)N","soluble"
0.94,"CN(C(=O)N(C)C)C","soluble"
0.79,"C1CCC(c2ccc[nH0]c2)N1C","soluble"
0.74,"OC1C(C(C(CO)OC1O)O)O","soluble"
0.7,"OC(CO)C(CO)O","soluble"
0.52,"O=C(C)OC","soluble"
0.51,"O=C(CC(O)(CC(O)=O)C(O)=O)O","soluble"
0.43,"CCO[P+]([O-])(OCC)OCC","soluble"
0.38,"O=C(C(=O)O)O","soluble"
0.38,"c1c(C)cc(C)c[nH0]1","soluble"
0.36,"Cc1c(C)cc[nH0]c1","soluble"
0.32,"S=C(N)N","soluble"
0.3,"CC(C(F)(F)F)O","soluble"
0.06,"c1c(C)[nH0]c2c(c[nH0]c[nH0]2)[nH0]1","soluble"
0.01,"C=C(C)C(O)=O","soluble"
0,"OCCCC","soluble"
-0.02,"O=C(N)CCl","soluble"
-0.04,"O=C(C)OCC","soluble"
-0.06,"CC(OC)C","soluble"
-0.11,"ClCC(O)CCl","soluble"
-0.17,"c1c(O)ccc(c1)O","soluble"
-0.22,"[O-][P+](C(C(Cl)(Cl)Cl)O)(OC)OC","soluble"
-0.35,"O=C(N)OCc1ccccc1","soluble"
-0.36,"s1c(N)[nH0]cc1","soluble"
-0.4,"O=C1NC(=O)NC1","soluble"
-0.4,"O=C1C(=O)NC(N1)=O","soluble"
-0.4,"OCC(C)(C)C","soluble"
-0.4,"O=C(O)c1ccc(cc1)N","soluble"
-0.41,"c1c(N)cccc1","soluble"
-0.41,"CC(C(C)(C)O)C","soluble"
-0.42,"OCCOCCCC","soluble"
-0.48,"OC(=O)c1ccco1","soluble"
-0.52,"OCCC(C)C","soluble"
-0.55,"O=C(C)OC(C)C","no soluble"
-0.55,"CC(OCC)C","no soluble"
-0.6,"SCC","no soluble"
-0.6,"OCCCCC","no soluble"
-0.62,"[O-][N+](C(C)C)=O","no soluble"
-0.62,"O=C1N(N(C)C(=C1N)C)c1ccccc1","no soluble"
-0.62,"Cc1c(O)cccc1","no soluble"
-0.71,"N1C(=S)NCC1","no soluble"
-0.74,"c1c(CCO)cccc1","no soluble"
-0.8,"CC(CC(C)C)O","no soluble"
-0.8,"O=C(C)CCCC","no soluble"
-0.81,"CCC(C(=O)O)CC","no soluble"
-0.82,"O=C(O)CCCCC(O)=O","no soluble"
-0.83,"O=C1NCC(=O)NC1","no soluble"
-0.85,"CN(C)C(=O)OC=1CC(CC(C1)=O)(C)C","no soluble"
-0.85,"c1c(C)c(N)ccc1","no soluble"
-0.85,"CCC(C)(C(C)C)O","no soluble"
-0.91,"O=C(N)c1c[nH0]cc[nH0]1","no soluble"
-0.93,"O=C(C(c1ccccc1)CO)O","no soluble"
-0.94,"O=C1CCCCC1C","no soluble"
-0.95,"O=C(N)NCc1ccccc1","no soluble"
-0.95,"O=C(N(C)c1ccccc1)C","no soluble"
-0.96,"O=C(N)N(CC)N=O","no soluble"
-1,"c1c(C#N)cccc1","no soluble"
-1.01,"c1c(O)cccc1[N+]([O-])=O","no soluble"
-1.04,"OCC(CC)(C)C","no soluble"
-1.06,"CC1(C)CC(C)=CC(=O)C1","no soluble"
-1.06,"Clc1c(O)cccc1","no soluble"
-1.06,"O=C(CCCCC)O","no soluble"
-1.1,"NCCCCCC","no soluble"
-1.15,"CC(C)(C)C(CC)O","no soluble"
-1.16,"OC(=O)c1cc(c(c(c1)O)O)O","no soluble"
-1.2,"[nH0]1c(C)cc(c2ccccc21)O","no soluble"
-1.21,"c1c(N)ccc(c1)C","no soluble"
-1.23,"O1C(CO)C(C(C1[nH0]1c[nH0]c2c1[nH0]c[nH0]c2O)O)O","no soluble"
-1.24,"COC(=O)c1cc(c(c(c1)O)O)O","no soluble"
-1.26,"Cc1[nH0](CCO)c(c[nH0]1)[N+]([O-])=O","no soluble"
-1.26,"O=C1C=C(NC(=O)N1)C","no soluble"
-1.28,"[nH0]1c(C)cc(N)[nH0]c1C","no soluble"
-1.28,"c1c(NC)cccc1","no soluble"
-1.3,"O=C(CCC)CCC","no soluble"
-1.31,"c1c(C)c(O)c(cc1)C","no soluble"
-1.34,"CC(OCCC)C","no soluble"
-1.35,"N#CN=C(NC)NCCSCc1c(C)[nH]c[nH0]1","no soluble"
-1.36,"ClCC=C","no soluble"
-1.36,"[O-][S+2](c1ccc(N)cc1)([O-])N","no soluble"
-1.41,"Cc1c(C)cc(cc1)O","no soluble"
-1.41,"c1c(O)ccc(c1)C(O)=O","no soluble"
-1.42,"O=C(C1(C)CCC(C1(C)C)C(O)=O)O","no soluble"
-1.42,"CN(C)C1C2CC3C(=C(C2(C(C(=C1O)C(NCN1CCCC1)=O)=O)O)O)C(c1c(cccc1O)C3(C)O)=O","no soluble"
-1.42,"O=C(C)CC(C)C","no soluble"
-1.45,"OC(=O)C1CCCCC1","no soluble"
-1.47,"O=C(N)OCCCCC","no soluble"
-1.47,"FC(F)(F)c1cccc(c1)N","no soluble"
-1.47,"CCCCC(CC)O","no soluble"
-1.48,"O=C1C=CNC(=O)N1","no soluble"
-1.5,"BrCC=C","no soluble"
-1.5,"[nH0]1c2ccccc2sc1","no soluble"
-1.5,"C1CCCNC1CCC","no soluble"
-1.52,"Nc1c(Cl)cccc1","no soluble"
-1.52,"O=C1NC=C(C(=O)N1)C","no soluble"
-1.54,"ClC(Br)Cl","no soluble"
-1.56,"[O-][S+2](N)([O-])c1ccccc1","no soluble"
-1.6,"O=C(N)NC1C(NC(N1)=O)=O","no soluble"
-1.6,"ICC","no soluble"
-1.6,"CCCCC(C)(CC)O","no soluble"
-1.6,"O=C(C(Cc1ccc(c(c1)O)O)N)O","no soluble"
-1.61,"O=C(C)c1ccc(cc1)N","no soluble"
-1.63,"O=C(C)CC(C(C)(C)C)=O","no soluble"
-1.64,"CCCC#C","no soluble"
-1.66,"[O-][S+2](NC(=O)OC)([O-])c1ccc(cc1)N","no soluble"
-1.66,"O=C(c1c(C(=O)OC)cccc1)OC","no soluble"
-1.68,"O=C(CNC(=O)c1ccccc1)O","no soluble"
-1.83,"CC(C(NCC)=O)OC(Nc1ccccc1)=O","no soluble"
-1.84,"OC1C(C(CO)O)OC2C1OC(C(Cl)(Cl)Cl)O2","no soluble"
-1.85,"NCCCCCCC","no soluble"
-1.85,"c1c(C(=O)OC)cccc1","no soluble"
-1.85,"O=C1C2(C)CCC(C2)C1(C)C","no soluble"
-1.85,"BrCCCCl","no soluble"
-1.89,"O1C(=O)C=Cc2ccccc21","no soluble"
-1.89,"OC(=O)c1ccccc1Cl","no soluble"
-1.91,"[O-][N+](=O)c1ccccc1NC(C)=O","no soluble"
-1.92,"c12c(N)cccc1cccc2","no soluble"
-1.94,"c1c(C)[nH0]c2c(cccc2)c1C","no soluble"
-1.95,"OC1C(C([nH0]2ccc3c(N)[nH0]c[nH0]c32)OC1CO)O","no soluble"
-1.96,"[nH]1c(C)[nH0]c2c1cccc2","no soluble"
-1.96,"Oc1c(OC)cccc1","no soluble"
-1.96,"ClC(=CCl)Cl","no soluble"
-1.97,"c1c(F)ccc(c1)F","no soluble"
-1.99,"C=CC(C)(CCC=C(C)C)O","no soluble"
-1.99,"[O-][S+2]([O-])(NC(N)=N)c1ccc(cc1)N","no soluble"
-1.99,"CC12CCC(CC2=O)C1(C)C","no soluble"
-2,"O=C(CCCCC)OC","no soluble"
-2,"c1c(F)cc(cc1)F","no soluble"
-2.03,"CC(=C)C=C","no soluble"
-2.05,"c1c(O)c(OC)cc(c1)C(O)=O","no soluble"
-2.06,"O=CC=C(CCC=C(C)C)C","no soluble"
-2.06,"O=C1NC(=O)NC(C1(CC=C)CC=C)=O","no soluble"
-2.07,"S1c2cccc(C)c2[nH0]2c1[nH0][nH0]c2","no soluble"
-2.08,"O=C(NC)ON=C1C2CC(CC2C#N)C1Cl","no soluble"
-2.09,"O=C(Oc1c(CSCC)cccc1)NC","no soluble"
-2.1,"[nH0]1c(N)[nH0]cc(Cc2cc(c(c(c2)OC)OCCOC)OC)c1N","no soluble"
-2.1,"C1C=CCC1","no soluble"
-2.11,"c1cc(ccc1C(C(CO)NC(C(Cl)Cl)=O)O)[N+]([O-])=O","no soluble"
-2.15,"O=C1C=C(NC(=S)N1)CCC","no soluble"
-2.15,"BrCC(C)Br","no soluble"
-2.16,"c1c2ccccc2[nH][nH0]1","no soluble"
-2.18,"CC1CCC(CC1=O)C(C)=C","no soluble"
-2.18,"SCCCC","no soluble"
-2.21,"Clc1c(Cl)cc(c(c1)O)Cl","no soluble"
-1.99,"O=C1C(O)(C(NC(N1)=O)=O)C1(C(NC(NC1=O)=O)=O)O","no soluble"
-2.23,"C1C2CCC(C(C1OC(c1ccccc1)=O)C(=O)OC)N2C","no soluble"
-2.27,"[nH0]1c(C)cc(C)[nH0]c1N[S+2]([O-])(c1ccc(cc1)N)[O-]","no soluble"
-2.28,"OC(=O)c1ccccc1c1ccccc1C(O)=O","no soluble"
-2.29,"c1c(OCC(=O)O)ccc(c1)Cl","no soluble"
-2.29,"O=C1c2c([nH0]c[nH]2)N=CN1","no soluble"
-2.3,"C1C(Br)CCCC1","no soluble"
-2.3,"c1c(Cc2ccc(N)cc2)ccc(c1)N","no soluble"
-2.31,"O=C(CCCCC)OCC","no soluble"
-2.33,"[O-][N+](=O)c1ccccc1C","no soluble"
-2.33,"c1c(OCC)cccc1","no soluble"
-2.34,"O=C(NC)Oc1cccc(c1)N=CN(C)C","no soluble"
-2.36,"O=C(NC)Oc1ccc(c(C)c1)N(C)C","no soluble"
-2.36,"O=C(C)Nc1[nH0][nH0]c([S+2]([O-])(N)[O-])s1","no soluble"
-2.37,"c1c(N)ccc(c1)[N+]([O-])=O","no soluble"
-2.38,"c1c(F)c(F)cc(c1F)F","no soluble"
-2.39,"c1c(C)csc1","no soluble"
-2.39,"OCCCCCCCC","no soluble"
-2.4,"COc1c2c(c(OC)c3c1C(C=C(O3)C)=O)occ2","no soluble"
-2.41,"CC(C)(C)c1ccc(cc1)O","no soluble"
-2.42,"c1c(O)c2c(ccc[nH0]2)cc1","no soluble"
-2.46,"O=C(C)OCCCCCC","no soluble"
-2.49,"O=C1CC(C)CCC1C(C)C","no soluble"
-2.49,"c1c(C)ccc(c1)[N+]([O-])=O","no soluble"
-2.52,"c1ccccc1CC(c1ccccc1)O","no soluble"
-2.53,"CC(C)C1CCC(C)CC1O","no soluble"
-2.54,"ClC(=C(Cl)Cl)Cl","no soluble"
-2.55,"c1c(Br)cccc1","no soluble"
-2.55,"c1c(C(O)c2ccccc2)cccc1","no soluble"
-2.57,"c1c(NC(=O)N(C)OC)ccc(c1)Cl","no soluble"
-2.57,"c12ccccc2[nH]cc1CC(CC)N","no soluble"
-2.57,"O=C(C(Cc1ccc(cc1)O)N)O","no soluble"
-2.59,"CCCCCCc1c(O)cc(cc1)O","no soluble"
-2.59,"O=C(CCCC)CCCC","no soluble"
-2.6,"CC1(C)C(N(C(=O)N1Cl)Cl)=O","no soluble"
-2.6,"c1c(C)ccc(c1)C(O)=O","no soluble"
-2.61,"O=C1NC(=O)c2c1cccc2","no soluble"
-2.63,"c1cccc2c(cc[nH0]c12)C(C1CC2CCN1CC2CC)O","no soluble"
-2.64,"O=C1C(CC)(C=2CC3CCC(C3)C2)C(NC(N1)=O)=O","no soluble"
-2.64,"O=C1NCNC(=O)C1(c1ccccc1)CC","no soluble"
-2.68,"[O-][S+2]1(c2cc(c(cc2NC(C(Cl)Cl)N1)Cl)[S+2](N)([O-])[O-])[O-]","no soluble"
-2.68,"O=C(C(Br)(CC)CC)NC(N)=O","no soluble"
-2.7,"O=C1C=C2CC3(C(=C2C=C1O)c1ccc(c(c1OC3)O)O)O","no soluble"
-2.7,"[O-][S+2]([O-])(Nc1cccc[nH0]1)c1ccc(cc1)N","no soluble"
-2.71,"N1C(=S)C=Nc2c[nH0]c[nH0]c21","no soluble"
-2.75,"NCCCCCCCC","no soluble"
-2.77,"c1c(CC)cccc1","no soluble"
-2.77,"c1c(C)ccc(c1)C","no soluble"
-2.78,"O=C1c2c(C(=O)c3c1cccc3)c(c(cc2)O)O","no soluble"
-2.78,"c1c(I)cccc1","no soluble"
-2.8,"O=C(O)c1ccc(cc1)[N+]([O-])=O","no soluble"
-2.82,"c1c(C)c[nH0]c([nH0]1)N[S+2]([O-])(c1ccc(cc1)N)[O-]","no soluble"
-2.82,"c1c(C(C)(c2ccc(cc2)O)C)ccc(c1)O","no soluble"
-2.82,"c1c(C=C)cccc1","no soluble"
-2.85,"O=C(c1ccccc1)C(c1ccccc1)O","no soluble"
-2.86,"CN(C=Nc1c(cc(Cl)cc1)C)C","no soluble"
-2.88,"O=C(c1c(NC)cccc1)O","no soluble"
-2.92,"c1c(NNc2ccccc2)cccc1","no soluble"
-2.96,"Clc1c(OCC(=O)O)cc(c(c1)Cl)Cl","no soluble"
-2.97,"C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)CCC1=O)O)(C(CO)=O)O","no soluble"
-2.98,"O=C(C1=CN(CC)c2c(C1=O)c[nH0]c([nH0]2)N1CCNCC1)O","no soluble"
-2.99,"C1=C2C(C)CC3C4CCC(C4(C)CC(C3C2(C)C=CC1=O)O)(C(CO)=O)O","no soluble"
-3.03,"[O-][S+2]([O-])(NC(NCCC)=O)c1ccc(cc1)Cl","no soluble"
-3.03,"O=C1C=C(C(=O)c2ccccc21)C","no soluble"
-3.04,"FC(C(Cl)(F)F)(Cl)Cl","no soluble"
-3.04,"c1c(Cl)cc(cc1)Cl","no soluble"
-3.04,"C1c2c(cccc2)CC1","no soluble"
-3.08,"O=C(C)Nc1ccc(cc1)Br","no soluble"
-3.08,"c1c(C)ccc(c1)Cl","no soluble"
-3.08,"Clc1c(CC(=O)O)c(ccc1Cl)Cl","no soluble"
-3.12,"c1c(C(=O)c2ccccc2)cccc1","no soluble"
-3.12,"BrC=1C(=O)N(c2ccccc2)N=CC1N","no soluble"
-3.16,"CC(CCOC(=O)c1ccccc1O)C","no soluble"
-3.17,"O=CCCCCCCCC","no soluble"
-3.19,"c1c(Br)ccc(c1)C","no soluble"
-3.19,"Clc1c(Br)cccc1","no soluble"
-3.21,"O=C1C=CC2C(CC(CC3(CC(C(C(CC(C=CC=CC=CC=CCC(C)O1)OC1C(C(C(C(C)O1)O)N)O)O3)C(O)=O)O)O)O)O2","no soluble"
-3.21,"C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)C=CC1=O)O)(C(CO)=O)O","no soluble"
-3.22,"s1c(N2C(=O)NCC2)[nH0]cc1[N+]([O-])=O","no soluble"
-3.27,"c1c(Cl)ccc(c1)Cl","no soluble"
-3.27,"O=C(C)CCC1C(N(c2ccccc2)N(c2ccccc2)C1=O)=O","no soluble"
-3.28,"OC1C=CC2C34CCN(C)C2Cc2ccc(c(c23)OC14)O","no soluble"
-3.29,"O=C1c2cc(c(cc2NC(CC)N1)Cl)[S+2](N)([O-])[O-]","no soluble"
-3.3,"O=C(OCCCCCCCC)N","no soluble"
-3.35,"CCN(C(=O)SCCC)CCCC","no soluble"
-3.38,"CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O","no soluble"
-3.38,"c1c(NC(=O)OC(C)C)cccc1Cl","no soluble"
-3.4,"CCN(C(=O)SCC)C1CCCCC1","no soluble"
-3.46,"c1c(C=CC=CC(=O)N2CCCCC2)cc2c(OCO2)c1","no soluble"
-3.46,"Ic1c(I)c(c([nH]1)I)I","no soluble"
-3.54,"c1c(Br)cc(cc1)Br","no soluble"
-3.54,"c1c(C(C)C)ccc(c1)NC(N(C)C)=O","no soluble"
-3.59,"O=C1CCC2C3CCC4CC(CCC4(C)C3C(CC12C)O)O","no soluble"
-3.62,"O=C1CC(c2ccc(c(c2)O)O)Oc2cc(cc(c12)O)O","no soluble"
-3.66,"c1c2cc3c(c(OC)c2oc1)OC(C=C3)=O","no soluble"
-3.66,"c1cccc2c1C(=C(C(O2)=O)C(C1=C(c2ccccc2OC1=O)O)C(=O)OCC)O","no soluble"
-3.66,"OC(=O)c1cc(c(cc1NCc1ccco1)Cl)[S+2]([O-])(N)[O-]","no soluble"
-3.67,"c1c2ccccc2[nH0]c2c1cccc2","no soluble"
-3.68,"CC(CN(C(=O)SCC)CC(C)C)C","no soluble"
-3.68,"c1c(O[P+]([S-])(OC)OC)ccc(c1)[N+]([O-])=O","no soluble"
-3.68,"c1c(N)ccc(c1)c1[nH0]c2ccc(C)cc2s1","no soluble"
-3.7,"[nH0]1c(OCCCC)cc(c2ccccc21)C(NCCN(CC)CC)=O","no soluble"
-3.7,"c1c(C)c2ccccc2cc1","no soluble"
-3.74,"[O-][S+2]([O-])(Nc1[nH0][nH0]c(C(C)(C)C)s1)c1ccc(cc1)N","no soluble"
-3.75,"C1=C2CCC3C4CCC(C4(C)CCC3C2(C)CCC1=O)C(CO)=O","no soluble"
-3.76,"c1c(Cl)[nH0]c(cc1)C(Cl)(Cl)Cl","no soluble"
-3.77,"CC(C)c1ccc(cc1)C","no soluble"
-3.78,"c1c(C)c(C)c(cc1)Nc1ccccc1C(O)=O","no soluble"
-3.8,"N1C(=O)CN=C(c2ccccc2)c2cc(ccc21)[N+]([O-])=O","no soluble"
-3.8,"O=C(C1(C)CCCC2(C)C3CCC(C(C)C)=CC3=CCC12)O","no soluble"
-3.8,"[O-][S+2](Nc1c(C)cc(cc1)[S+2]([O-])(c1ccccc1)[O-])([O-])C(F)(F)F","no soluble"
-3.85,"C1CC(C=C2CCC3C4CCC(C44CC(C3C12C)OC4O)C(CO)=O)=O","no soluble"
-3.85,"C1C(C)CCCC1","no soluble"
-3.88,"c1c(C(c2ccc3[nH0]c(NC(OC)=O)[nH]c3c2)=O)cccc1","no soluble"
-3.89,"O=C(C)CC(c1ccccc1)C1=C(c2ccccc2OC1=O)O","no soluble"
-3.9,"CN(C(=S)SSC(N(C)C)=S)C","no soluble"
-3.9,"C#CC(C)N(C)C(Nc1ccc(cc1)Cl)=O","no soluble"
-3.94,"c1c2Sc3c(N(C)c2cc(c1)CC(O)=O)cccc3","no soluble"
-3.95,"C1C2CCC3C(CC(C4(C)C(CCC34)C(C)CCC(O)=O)O)C2(C)CCC1O","no soluble"
-3.96,"c1c(cccc1)Oc1ccccc1","no soluble"
-3.99,"ClCCCCCCC","no soluble"
-3.99,"C1=C2CCC3C(CCC4(C)C3CCC4(C)O)C2(C)CCC1=O","no soluble"
-4,"Cc1c(C)c(C)cc(C)c1C","no soluble"
-4,"C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)CCC1=O)=O)(C(COC(C)=O)=O)O","no soluble"
-4,"Clc1c(Cl)c(ccc1)Cl","no soluble"
-4.04,"c1c(O[P+]([S-])(OC)OC)cc(c(c1)[N+]([O-])=O)C","no soluble"
-4.06,"c1c(CCCC)cccc1","no soluble"
-4.07,"c1c(Br)ccc(c1)Br","no soluble"
-4.1,"[nH0]1c(NC(C)C)[nH0]c(NC(C)C)[nH0]c1SC","no soluble"
-4.11,"CCSCS[P+]([S-])(OCC)OCC","no soluble"
-4.11,"O=C1c2c(ccc(c2OC)OC)C(C2c3cc4c(cc3CCN2C)OCO4)O1","no soluble"
-4.13,"C1=C2CCC3C4CC(C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(COC(C)=O)=O)O)OC(C)=O","no soluble"
-4.16,"[O-][S+2]1(N(C)C(=C(c2c1cccc2)O)C(Nc1cccc[nH0]1)=O)[O-]","no soluble"
-4.17,"O=C(O)c1ccc[nH0]c1Nc1cccc(C(F)(F)F)c1","no soluble"
-4.23,"ClC(Cl)=C(C=C(Cl)Cl)Cl","no soluble"
-4.26,"c1cccc2c1Sc1ccccc1N2CC(C)N(C)C","no soluble"
-4.28,"C1=C2CC(C3C(CCC4(C)C3CCC43CCC(=O)O3)C2(C)CCC1=O)SC(C)=O","no soluble"
-4.28,"Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl","no soluble"
-4.29,"c1c(CC)cc2c(cccc2)c1","no soluble"
-4.3,"c1cc2C3CCC4(C)C(CCC4(C#C)O)C3CCc2cc1O","no soluble"
-4.3,"c1c2Sc3c(N(CCCN(C)C)c2ccc1)cccc3","no soluble"
-4.31,"[S-][P+](OC)(Oc1ccc(cc1Cl)[N+]([O-])=O)OC","no soluble"
-4.32,"C1=C2CCC3C4CC5C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)OC(C)(C)O5","no soluble"
-4.38,"c1c2sc3c(cccc3)c2ccc1","no soluble"
-4.38,"c1cc(ccc1C(c1c[nH0]c[nH0]c1)(c1ccccc1Cl)O)Cl","no soluble"
-4.42,"c1cc2c(CC(C(C)=C)O2)c2c1C(C1c3cc(c(cc3OCC1O2)OC)OC)=O","no soluble"
-4.43,"CCC(C(CC)c1ccc(cc1)O)c1ccc(cc1)O","no soluble"
-4.43,"c1c(C(=O)CCCN2CCC(CC2)(c2ccc(cc2)Cl)O)ccc(c1)F","no soluble"
-4.43,"BrCCCCCCC","no soluble"
-4.46,"CN(C)CCC=C1c2c(CCc3c1cccc3)cccc2","no soluble"
-4.47,"[O-][N+](=O)c1c(C)c(cc(c1OC(C)=O)C(C)(C)C)[N+]([O-])=O","no soluble"
-4.48,"c1c(Cl)cc(cc1Cl)Cl","no soluble"
-4.48,"CC1(C)CCC(C)C1","no soluble"
-4.52,"C1N(CCCN2c3cc(C(F)(F)F)ccc3Sc3ccccc23)CCN(C1)C","no soluble"
-4.53,"c1c(C(C(=O)OC(C)C)(c2ccc(cc2)Cl)O)ccc(c1)Cl","no soluble"
-4.57,"c1c(O[P+]([S-])(OC)OC)cc(c(c1)SC)C","no soluble"
-4.58,"O=C(COC(C(C)(C)C)=O)C1(CCC2C3CCC4=CC(C=CC4(C)C3C(CC12C)O)=O)O","no soluble"
-4.61,"O1C(=O)c2ccccc2N=C1c1ccccc1","no soluble"
-4.62,"c1c(cccc1)CCc1ccccc1","no soluble"
-4.63,"CC12CCC(C=C2CCC2C3CCC(C3(C)CCC12)C(COC(C)=O)=O)=O","no soluble"
-4.65,"O=C(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O","no soluble"
-4.72,"Cc1c(C)cc2ccccc2c1","no soluble"
-4.73,"c12c(O)c3ccccc3cc1cccc2","no soluble"
-4.79,"C#CC1(CCC2C3CCC=4C(CCC(C4)=O)C3CCC12C)OC(C)=O","no soluble"
-4.82,"Clc1c(Cl)cc(c([nH0]1)O[P+](OC)(OC)[S-])Cl","no soluble"
-4.84,"c1cc(cc2CCC3C(CCC4(C)C3CCC4O)c12)O","no soluble"
-4.88,"CC(N(C(=O)SCC(=C(Cl)Cl)Cl)C(C)C)C","no soluble"
-4.89,"c1c(NC(=O)N(C)C)ccc(c1)Oc1ccc(cc1)Cl","no soluble"
-4.89,"c1c(C)cc2c(cc(cc2)C)c1","no soluble"
-4.91,"ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl","no soluble"
-5.16,"[O-][S+2](N)([O-])c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O","no soluble"
-5.2,"c1c(Cl)ccc(c1)c1ccccc1","no soluble"
-5.21,"c1c(CCCCCC)cccc1","no soluble"
-5.24,"c1cc2c(ccc3C4CCC(C4(C)CCc23)=O)cc1O","no soluble"
-5.24,"CC1(C)C(C=C(C)C)C1C(=O)OCc1cccc(c1)Oc1ccccc1","no soluble"
-5.26,"c1c2c(ccc3c2cccc3)ccc1","no soluble"
-5.38,"ClC1=C(C)c2ccc(cc2OC1=O)O[P+](OCC)(OCC)[S-]","no soluble"
-5.46,"ClC12C3C(C=CC3O)C(C(=C1Cl)Cl)(C2(Cl)Cl)Cl","no soluble"
-5.64,"Clc1c(C#N)c(Cl)c(c(c1C#N)Cl)Cl","no soluble"
-5.68,"CCCN(c1c([N+](=O)[O-])cc(cc1[N+]([O-])=O)C(F)(F)F)CCC","no soluble"
-5.74,"c1c(SCS[P+]([S-])(OCC)OCC)ccc(c1)Cl","no soluble"
-5.8,"c1c(Cl)cccc1c1cccc(c1)Cl","no soluble"
-5.89,"c1c2cc3c(c(C)c2ccc1)cccc3","no soluble"
-5.96,"C1c2c3c4c(CCCc4cc2)ccc3CC1","no soluble"
-6.02,"c1c(Cl)cc(c(c1)Cl)c1ccccc1Cl","no soluble"
-6.09,"Clc1c(O[P+]([S-])(OC)OC)cc(c(c1)Br)Cl","no soluble"
-6.18,"ClC1(C2(C3C4CC(C3C1(C(=C2Cl)Cl)Cl)C1C4O1)Cl)Cl","no soluble"
-6.21,"c1c(Cl)ccc(c1)c1ccc(cc1Cl)Cl","no soluble"
-6.29,"ClC12C3C(C4C(C3Cl)O4)C(C(=C1Cl)Cl)(C2(Cl)Cl)Cl","no soluble"
-6.29,"O=C(C1C(C=C(Cl)Cl)C1(C)C)OCc1cccc(c1)Oc1ccccc1","no soluble"
-6.29,"Clc1c(Cl)ccc(c1c1ccccc1)Cl","no soluble"
-6.32,"ClC1(C2(C3C=CC(C3C1(C(=C2Cl)Cl)Cl)Cl)Cl)Cl","no soluble"
-6.51,"Clc1c(c2c(Cl)cc(cc2)Cl)ccc(c1)Cl","no soluble"
-6.62,"Clc1ccccc1C(c1ccc(cc1)Cl)C(Cl)(Cl)Cl","no soluble"
